t,torDes,posDes,velDes,torAct,posAct,velAct,accelAct,i,velErr,posErr,torKdEst,torEst,i2t
0.0,0.0,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.001,-0.088,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.002,-0.171,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.003,-0.248,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.004,-0.32,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.005,-0.387,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.006,-0.448,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.007,-0.504,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.008,-0.553,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.009000000000000001,-0.597,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.01,-0.635,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.011,-0.667,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.012,-0.6920000000000001,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.013000000000000001,-0.711,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.014,-0.724,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.015,-0.731,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.016,-0.731,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.017,-0.725,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.018000000000000002,-0.712,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.019,-0.6920000000000001,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.02,-0.665,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.021,-0.632,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.022,-0.591,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.023,-0.544,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.024,-0.49,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.025,-0.428,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.026000000000000002,-0.36,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.027,-0.28400000000000003,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.028,-0.202,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.029,-0.112,-0.4111068511533518,0.0,-0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.03,-0.015,-0.4111068511533518,0.0,0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.031,0.089,-0.4111068511533518,0.0,0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.032,0.201,-0.4111068511533518,0.0,0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.033,0.32,-0.4111068511533518,0.0,0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.034,0.446,-0.4111068511533518,0.0,0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
0.035,0.579,-0.4111068511533518,0.0,0.06,-0.4111068511533518,-0.0007330382858376183,0.10848966630396752,0.0,0.0007330382858376183,0.0,0.0,0.013000000000000001,0
